Filename_Original;Es_Moto_o_Motocarguero;Tipo_Contenido;Confianza_Global;Identificacion_Repuesto;Componente_Taxonomia;Sistema;SubSistema;Caracteristicas_Observadas;Compatibilidad_Probable_Texto;Compatibilidad_Probable_JSON;Funcion;Nombre_Comercial_Catalogo;Tags_Sugeridos;Notas_Sobre_Textos_Grabados;Necesita_Modelo_Grande
tapa-de-valvula-de-lujo-tipo-granada.jpg;True;repuesto_moto;0.85;Tapa de válvula decorativa tipo granada;Accesorio de válvula;Accesorios;Tapas de válvula;Plástico o metal pintado, diseño tipo granada, colores variados (azul, rojo, negro), forma cilíndrica con detalles en relieve, incluye seguro o clip para fijación;Compatible con válvulas estándar de neumáticos de motos y motocargueros, tamaño universal para válvulas Schrader;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Sirve para proteger la válvula del neumático de polvo y suciedad, además de darle un toque estético personalizado a la moto o motocarguero.;Tapa de válvula decorativa tipo granada para moto;Accesorios, Tapa de válvula, Decorativo, Moto, Motocarguero, Neumático, Válvula Schrader;No se observan textos grabados visibles en la imagen.;False
tapa-de-valvula-decorativa.jpg;True;repuesto_moto;0.85;Tapa decorativa para válvula de neumático;Tapa de válvula;Ruedas;Accesorios para válvula de neumático;Tres tapas metálicas con acabado anodizado en colores naranja, negro y verde, con inserto ovalado decorativo en centro, rosca estándar para válvula de neumático, diseño compacto y ligero;Compatible con válvulas estándar de motocicletas y motocargueros, principalmente para personalización estética;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Protege la válvula del neumático de polvo y suciedad, además de aportar un toque estético personalizado a la motocicleta o motocarguero;Tapa decorativa para válvula de neumático moto;Tapa válvula, Accesorios moto, Decorativo, Neumático, Motocarguero, Personalización;Se observan textos en el inserto ovalado de cada tapa, posiblemente nombres o logos, no se usan para nombre comercial ni tags;False
tapa-de-valvula.jpg;True;repuesto_moto;0.85;Tapa de válvula;Tapa;Motor;Culata;Pieza metálica circular con un hexágono elevado en el centro para ajuste con herramienta, acabado mate, sin orificios visibles;Motos y motocargueros con motor pequeño o mediano, compatible con tapas de válvula estándar;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y motocargueros', 'cilindraje': '100-200', 'posicion': 'N/A', 'lado': 'N/A'}];Cubre y protege la válvula del motor, evitando la entrada de suciedad y permitiendo el acceso para mantenimiento o ajuste;Tapa de válvula metálica para moto 100-200cc;Motor, Tapa de válvula, Culata, Repuesto moto, Motos utilitarias, 100cc, 125cc, 150cc;No se observan textos grabados visibles en la imagen;False
tapa-de-valvulas.jpg;True;repuesto_moto;0.95;Tapa de válvulas;Tapa de motor;Motor;Culata;Pieza metálica alargada con orificios para tornillos, acabado en metal gris, incluye empaques y tornillos de fijación visibles, forma rectangular con bordes redondeados;Motos utilitarias y deportivas con motor de 4 tiempos, cilindradas entre 100cc y 150cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias 100-150cc', 'cilindraje': '100-150', 'posicion': 'N/A', 'lado': 'N/A'}];La tapa de válvulas cubre y protege el conjunto de válvulas del motor, evitando la entrada de suciedad y manteniendo lubricadas las piezas internas.;Tapa de válvulas motor 100-150cc;Motor, Tapa de válvulas, Culata, Repuesto moto, 100cc, 125cc, 150cc;Se observan números y códigos grabados en metal, posiblemente referencias internas o de fabricación, no usados en nombre comercial.;False
tapa-decorativa.jpg;True;repuesto_moto;0.85;Tapa decorativa para centro de rueda o tapa de rin;Tapa decorativa;Carrocería;Accesorios de rueda;Plástico o material plástico rígido, varios colores (azul, amarillo, rojo, gris, negro), diseño con recortes y logo central, forma circular para encajar en centro de rueda;Scooters o motos urbanas con ruedas de diseño compatible para tapas decorativas de centro de rin;[{'marca': 'GENERICA', 'modelo': 'Scooters y motos urbanas 100-150cc', 'cilindraje': '100-150', 'posicion': 'Ambos', 'lado': 'N/A'}];Esta tapa decorativa se coloca en el centro de la rueda para mejorar la estética de la moto, protegiendo además el eje y componentes internos del polvo y suciedad.;Tapa decorativa centro de rueda para scooter 100-150cc;Tapa decorativa, Centro de rueda, Accesorios moto, Scooter, Estética moto, Rin moto;Se observan logos y textos en algunas tapas, pero no se usan para nombre comercial ni tags.;False
tapa-lateral-de-caucho-1.jpg;True;repuesto_moto;0.85;Tope o tapa lateral de caucho;Tope de goma;Carrocería;Protección lateral;Material caucho negro, forma cilíndrica con ranuras, orificio central, flexible;Motos utilitarias y estándar con necesidad de topes o tapas laterales de caucho;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias estándar', 'cilindraje': '100-150', 'posicion': 'Lateral', 'lado': 'N/A'}];Actúa como tope o protección para evitar golpes directos en partes laterales de la moto, absorbiendo impactos y evitando daños en la carrocería o estructura.;Tope lateral de caucho para moto;Tope, Caucho, Protección lateral, Moto utilitaria, Accesorio moto;No se observan textos grabados visibles en la pieza.;False
tapa-lateral-de-caucho.jpg;True;repuesto_moto;0.85;Tapa lateral de caucho para motocicleta;Tapa protectora;Carrocería;Cubierta lateral;Material caucho flexible, forma ovalada con orificio central alargado, color negro, superficie lisa;Motos utilitarias y estándar con tapas laterales de caucho para protección o acabado;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias estándar', 'cilindraje': '100-150', 'posicion': 'Lateral', 'lado': 'N/A'}];Esta tapa de caucho se usa para cubrir o proteger partes laterales de la moto, evitando entrada de polvo o daños y mejorando el acabado estético.;Tapa lateral de caucho para moto;Tapa lateral, Caucho, Protección lateral, Moto utilitaria, Accesorio moto;No se observan textos grabados visibles en la imagen;False
tapa-lateral-ovalada-pequena-de-caucho.jpg;True;repuesto_moto;0.85;Tapa lateral ovalada de caucho;Tapa protectora;Carrocería;Protección lateral;Material caucho negro, forma ovalada con orificio central alargado, pieza única, flexible;Motos utilitarias y estándar con tapas laterales pequeñas de caucho;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias estándar', 'cilindraje': '100-150', 'posicion': 'Lateral', 'lado': 'N/A'}];Esta tapa sirve para proteger o cubrir partes laterales de la moto, evitando entrada de polvo o daños menores en componentes internos.;Tapa lateral ovalada de caucho para moto;Tapa lateral, Caucho, Protección moto, Repuesto moto, Accesorio lateral;No se observan textos grabados visibles en la pieza;False
tapa-switch-1322.jpg;True;repuesto_moto;0.85;Tapa de switch de encendido;Cubierta de switch;Eléctrico;Encendido;Plástico rígido translúcido rojo, forma circular con orificios para llave y seguro, texto impreso en japonés indicando posiciones de encendido y cierre;Motos con sistema de encendido por llave tipo switch estándar, común en motos utilitarias y scooters;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y scooters', 'cilindraje': '100-150', 'posicion': 'Delantero', 'lado': 'N/A'}];Protege y cubre el mecanismo del switch de encendido, mostrando las posiciones de la llave para encender, apagar o bloquear la moto.;Tapa switch encendido moto 100-150cc;Encendido, Switch, Tapa switch, Cubierta switch, Moto utilitaria, Scooter, 100cc, 125cc, 150cc;Texto en japonés indicando posiciones de encendido y bloqueo, además de símbolos para gasolina y encendido, no usados en nombre comercial.;False
tapa-tanque-gasolina-bws-125.jpg;True;repuesto_moto;0.85;Tapa de tanque de gasolina;Tapa de tanque;Carrocería;Tanque de combustible;Plástico negro, forma circular con orificio central, varios tornillos visibles, diseño para encaje y fijación;Motos tipo scooter utilitarias, especialmente Yamaha BWS 125cc;[{'marca': 'Yamaha', 'modelo': 'BWS 125', 'cilindraje': '125', 'posicion': 'N/A', 'lado': 'N/A'}];Cubre y protege la boca del tanque de gasolina, evitando derrames y entrada de suciedad, además de permitir el acceso para llenar combustible.;Tapa tanque gasolina moto 125cc;Tapa tanque, Tanque gasolina, Repuesto moto, Scooter, 125cc, Yamaha BWS;No se observan textos grabados visibles en la imagen.;False
tapa-tuerca-bws-125-con-ranura-efecto-carbono.jpg;True;repuesto_moto;0.85;Tapa decorativa para tuerca de rueda;Tapa de tuerca;Ruedas;Accesorios para rueda;Plástico o metal con acabado efecto carbono, diseño con ranuras, color negro, forma circular, incluye tornillos para fijación;Motos tipo scooter o utilitarias 125cc, especialmente Yamaha BWS 125;[{'marca': 'Yamaha', 'modelo': 'BWS 125', 'cilindraje': '125', 'posicion': 'N/A', 'lado': 'N/A'}];Sirve para cubrir y proteger la tuerca de la rueda, además de aportar un acabado estético con efecto carbono.;Tapa decorativa tuerca rueda 125cc efecto carbono;Tapa tuerca, Accesorio rueda, Efecto carbono, Yamaha BWS 125, Scooter 125cc;No se observan textos grabados visibles en la pieza, solo el empaque con textos promocionales.;False
tapa-valvula-tipo-granada.jpg;True;repuesto_moto;0.85;Tapa de válvula tipo granada;Accesorio de rueda;Ruedas;Válvula de neumático;Material plástico o aluminio anodizado color azul, forma cónica con ranuras para mejor agarre, diseño tipo granada;Tapas de válvula para neumáticos de motos y motocargueros, compatibles con válvulas estándar Schrader;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Protege la válvula del neumático contra polvo, suciedad y daños, además de dar un acabado estético personalizado a la rueda.;Tapa de válvula tipo granada azul para moto;Tapa válvula, Accesorio rueda, Válvula neumático, Moto, Motocarguero, Estético, Protección válvula;No se observan textos grabados visibles en la imagen.;False
tapa-valvula.jpg;True;repuesto_moto;0.85;Tapas decorativas para válvulas de neumáticos;Tapas de válvula;Accesorios;Tapas para válvulas de neumáticos;Material metálico con acabado anodizado en varios colores, forma hexagonal con diseño tipo cohete, tamaño pequeño para válvulas estándar de neumáticos;Compatibles con válvulas estándar de neumáticos de motos y motocargueros;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Protege la válvula del neumático de polvo y suciedad, además de aportar un toque estético personalizado a la motocicleta o motocarguero.;Tapas metálicas decorativas para válvula de neumático;Tapas válvula, Accesorios moto, Válvula neumático, Decorativo, Metal anodizado, Moto utilitaria;No se observan textos grabados visibles en las tapas.;False
tapa-ventilador-bws-125.jpg;True;repuesto_moto;0.9;Tapa protectora de ventilador de motor;Carcasa de ventilador;Refrigeración;Ventilador de motor;Plástico rígido negro, forma circular con ranuras horizontales, tres orificios para tornillos de fijación;Motos tipo scooter o utilitarias con motor refrigerado por aire, compatible con modelos similares a Yamaha BWS 125;[{'marca': 'GENERICA', 'modelo': 'Scooter utilitario tipo BWS 125', 'cilindraje': '125', 'posicion': 'N/A', 'lado': 'N/A'}];Protege el ventilador del motor evitando que entre suciedad o residuos mientras permite la circulación de aire para enfriar el motor.;Tapa ventilador motor scooter 125cc;Refrigeración, Tapa ventilador, Carcasa ventilador, Scooter, 125cc, Motor refrigerado por aire;No se observan textos grabados visibles en la imagen.;False
tapas-de-valvula-de-neumatico (2).jpg;True;repuesto_moto;0.95;Tapas de válvula para neumáticos;Tapas de válvula;Ruedas;Válvula de neumático;Tapas metálicas de colores variados (azul, negro, rojo, verde, dorado, plateado), con rosca interna para ajuste en válvulas Schrader, diseño compacto y acabado brillante;Compatibles con válvulas Schrader de neumáticos de motos y motocargueros de uso general;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Protegen la válvula del neumático contra polvo, suciedad y humedad, ayudando a mantener la presión adecuada y evitando daños en la válvula.;Tapas metálicas para válvula de neumático moto;Tapas válvula, Neumático, Moto, Motocarguero, Accesorios, Protección válvula, Válvula Schrader;No se observan textos grabados visibles en las tapas metálicas.;False
tapas-de-valvula-de-neumatico.jpg;True;repuesto_moto;0.95;Tapas de válvula para neumáticos;Accesorios de válvula;Neumáticos;Válvula de aire;Tapas metálicas con forma cónica y diseño tipo cohete, variedad de colores metálicos, rosca interna para ajuste en válvula de neumático;Compatibles con válvulas estándar de neumáticos de motos y motocargueros;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros con válvula estándar', 'cilindraje': 'desconocido', 'posicion': 'N/A', 'lado': 'N/A'}];Protege la válvula del neumático contra polvo, suciedad y daños, además de aportar un toque estético.;Tapas metálicas para válvula de neumático moto;Tapas válvula, Neumáticos, Accesorios moto, Protección válvula, Tapas metálicas, Válvula neumático;Texto visible 'Yawlooc' en la imagen, no usado para nombre comercial ni tags;False
tapas-de-valvulas.jpg;True;repuesto_moto;0.85;Tapas para válvulas de motocicleta;Tapas de válvula;Motor;Válvulas;Pequeñas tapas metálicas de colores variados (azul, rojo, negro, dorado, verde, plateado), diseño cilíndrico con forma para ajuste en válvulas, múltiples unidades en blister;Compatibles con válvulas estándar de motos y motocargueros, generalmente para proteger y decorar válvulas de neumáticos;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Protegen las válvulas de los neumáticos contra polvo, suciedad y daños, además de aportar un toque estético personalizado a la motocicleta o motocarguero;Tapas decorativas para válvulas de moto;Tapas válvula, Válvula neumático, Accesorios moto, Protección válvula, Decoración moto;No se observan textos grabados visibles en las tapas, solo el empaque con texto genérico 'MOTORCYCLE PARTS';False
tapon-de-aceite.jpg;True;repuesto_moto;0.9;Tapón de aceite con llave de seguridad;Tapón;Motor;Lubricación;Material metálico, forma circular con muescas para llave, acabado oscuro, diseño para ajuste y sellado;Motos y motocargueros con motor de 4 tiempos que utilizan tapón de aceite con llave de seguridad;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y motocargueros', 'cilindraje': '100-200', 'posicion': 'N/A', 'lado': 'N/A'}];Permite sellar el depósito de aceite del motor para evitar fugas y facilitar el llenado o cambio de aceite.;Tapón de aceite metálico con llave para moto;Motor, Tapón de aceite, Lubricación, Repuesto moto, Tapón metálico, Motos utilitarias;No se observan textos grabados visibles en la imagen.;False
tapon-de-carter-12mm.jpg;True;repuesto_moto;0.95;Tapón de cárter roscado;Tapón;Motor;Cárter;Metal cromado o acero, rosca de 12mm, cabeza hexagonal para llave, diseño compacto;Motos y motocargueros con cárter que usan tapón roscado de 12mm;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y motocargueros', 'cilindraje': '100-150', 'posicion': 'Inferior motor', 'lado': 'N/A'}];Este tapón se usa para sellar el cárter del motor, evitando fugas de aceite y permitiendo el drenaje cuando se realiza mantenimiento.;Tapón de cárter roscado 12mm;Motor, Tapón de cárter, Aceite, Mantenimiento, Moto utilitaria, Motocarguero, 12mm;No se observan textos grabados visibles en la imagen.;False
tapon-de-caucho.jpg;True;repuesto_moto;0.85;Tapón de caucho para varilla o tubo;Tapón;Accesorios;Tapones protectores;Material caucho negro, forma cilíndrica con borde superior estriado para mejor agarre, orificio central visible, diseño para encajar en tubo o varilla;Compatible con motos y motocargueros que requieran tapones de caucho para protección o cierre de tubos o varillas de diámetro similar;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': 'desconocido', 'posicion': 'N/A', 'lado': 'N/A'}];Sirve para proteger extremos de tubos o varillas, evitar ingreso de polvo, agua o suciedad y brindar acabado estético en la motocicleta o motocarguero;Tapón de caucho protector para tubo moto;Tapón, Caucho, Protector, Accesorios moto, Tubo, Varilla, Moto utilitaria;No se observan textos grabados visibles en la pieza;False
tapon-de-descompresion-de-aceite-universal.jpg;True;repuesto_moto;0.9;Tapón de descompresión de aceite;Tapón;Motor;Lubricación;Cuerpo metálico con rosca, junta de goma para sellado, parte superior de plástico con diseño ergonómico para manipulación manual;Motos y motocargueros con motores pequeños y medianos que requieren tapón de descompresión para mantenimiento de presión interna de aceite;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y motocargueros', 'cilindraje': '100-200', 'posicion': 'N/A', 'lado': 'N/A'}];Permite liberar la presión interna del aceite en el motor para facilitar el mantenimiento o evitar daños por sobrepresión;Tapón descompresión aceite universal moto;Motor, Tapón, Descompresión, Aceite, Mantenimiento, Moto, Motocarguero, Lubricación;No se observan textos grabados visibles en la imagen;False
tapon-de-drenaje-de-aceite-1.jpg;True;repuesto_moto;0.95;Tapón de drenaje de aceite;Tapón;Motor;Lubricación;Metal, forma hexagonal para llave, rosca externa, acabado metálico brillante;Motos y motocargueros con motor de tamaño pequeño a mediano que usan tapones roscados para drenaje de aceite;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y motocargueros', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Permite cerrar y sellar el orificio por donde se drena el aceite del motor, facilitando el mantenimiento y cambio de aceite.;Tapón drenaje aceite moto 100-250cc;Motor, Tapón de aceite, Drenaje de aceite, Mantenimiento, Moto utilitaria, Motocarguero;No se observan textos grabados visibles en la imagen.;False
tapon-de-drenaje-de-aceite.jpg;True;repuesto_moto;0.95;Tapón de drenaje de aceite roscado;Tapón;Motor;Lubricación;Metal cromado o acero, forma hexagonal para llave, rosca externa visible, acabado brillante;Motos y motocargueros con motor de 4 tiempos que usan tapón roscado para drenaje de aceite;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y motocargueros estándar', 'cilindraje': '100-250', 'posicion': 'Inferior motor', 'lado': 'N/A'}];Permite sellar el orificio de drenaje de aceite del motor y facilita el vaciado del aceite usado durante el mantenimiento.;Tapón de drenaje de aceite moto 100-250cc;Motor, Tapón de aceite, Drenaje de aceite, Mantenimiento, Moto utilitaria, Motocarguero;No se observan textos grabados visibles en la imagen.;False
tapon-de-inspeccion.jpg;True;repuesto_moto;0.9;Tapón de inspección de motor;Tapón;Motor;Tapón de inspección o llenado;Tapón metálico redondo con ranura para herramienta, incluye junta de goma negra para sellado;Motos y motocargueros con motor pequeño que usan tapones de inspección estándar;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y motocargueros pequeños', 'cilindraje': '100-200', 'posicion': 'N/A', 'lado': 'N/A'}];Permite el acceso para inspección o llenado de aceite en el motor, asegurando un sellado hermético para evitar fugas;Tapón de inspección motor con junta;Tapón, Inspección, Motor, Junta, Repuesto moto, Motocarguero, Sellado;No se observan textos grabados visibles en la imagen;False
tapon-de-tapa-valvulas.jpg;True;repuesto_moto;0.9;Tapón de tapa de válvulas;Tapón;Motor;Tapa de válvulas;Material metálico, forma circular con cabeza hexagonal para llave, acabado liso, tamaño pequeño;Motos y motocargueros con motor de 4 tiempos que utilizan tapa de válvulas estándar;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y motocargueros comunes', 'cilindraje': '100-200', 'posicion': 'N/A', 'lado': 'N/A'}];Este tapón se utiliza para cerrar el orificio de la tapa de válvulas, evitando la salida de aceite y protegiendo el motor de contaminantes externos.;Tapón tapa válvulas moto 100-200cc;Motor, Tapón, Tapa de válvulas, Repuesto moto, Aceite motor, Motos 100cc, Motos 200cc;No se observan textos grabados visibles en la imagen;False
tapon-descompresionador-de-aceite-universal.jpg;True;repuesto_moto;0.85;Tapón descompresionador de aceite;Tapón;Motor;Lubricación;Plástico y metal, forma cilíndrica con rosca, incluye válvula o conducto para descompresión, color negro y plateado;Motos y motocargueros con motor de 4 tiempos que requieren tapón descompresionador de aceite universal;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros 4 tiempos', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Permite la ventilación y descompresión del cárter de aceite para evitar presión excesiva y facilitar el mantenimiento del motor.;Tapón descompresionador de aceite universal;Motor, Tapón de aceite, Descompresionador, Ventilación motor, Motos 4 tiempos, Repuesto universal;No se observan textos grabados visibles en la imagen debido al empaque y calidad de la foto.;False
tapon-embellecedor.jpg;True;repuesto_moto;0.85;Tapón embellecedor con tornillo y arandela;Tapón embellecedor;Carrocería;Accesorios de carrocería;Cilíndrico, plástico negro, incluye tornillo metálico y arandela, tamaño aproximado 16 mm de alto;Motos y motocargueros con necesidad de tapones embellecedores para fijación o acabado en carrocería;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-150', 'posicion': 'N/A', 'lado': 'N/A'}];Sirve para cubrir y embellecer orificios o puntos de fijación en la carrocería, protegiendo y mejorando la apariencia estética.;Tapón embellecedor con tornillo para carrocería moto;Tapón embellecedor, carrocería moto, tornillo, accesorio moto, protección orificio;No se observan textos grabados visibles en la pieza;False
tapon-guardacadena-discover-platino-cm49b.jpg;True;repuesto_moto;0.85;Tapón protector para guardacadena;Tapón;Transmisión;Guardacadena;Plástico rígido, forma ovalada y ligeramente convexa, color negro brillante, superficie lisa;Motos tipo Discover y Platino, compatible con guardacadenas estándar;[{'marca': 'GENERICA', 'modelo': 'Discover, Platino', 'cilindraje': '100-125', 'posicion': 'N/A', 'lado': 'N/A'}];Protege el guardacadena de la moto evitando la entrada de polvo, suciedad y daños mecánicos, ayudando a prolongar la vida útil de la cadena y sus componentes.;Tapón protector guardacadena moto 100-125cc;Tapón, Guardacadena, Protector, Transmisión, Moto utilitaria, 100cc, 125cc;No se observan textos grabados visibles en la imagen.;False
tapon-guardacadena.jpg;True;repuesto_moto;0.85;Tapón protector de guardacadena;Tapón;Transmisión;Guardacadena;Plástico o metal con acabado liso y forma ovalada, color negro, pieza única sin partes móviles visibles;Motos utilitarias y deportivas con guardacadena estándar;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Protege el guardacadena de la moto evitando la entrada de polvo, suciedad y posibles daños mecánicos.;Tapón protector guardacadena moto;Tapón, Guardacadena, Protector, Transmisión, Moto utilitaria, Moto deportiva;No se observan textos grabados visibles en la imagen;False
tapon-para-flauta-c70-c90-eco.jpg;True;repuesto_moto;0.85;Tapón para flauta de combustible;Tapón;Combustible;Flauta de combustible;Plástico negro, forma cilíndrica con borde para ajuste, tamaño pequeño;Motos tipo Honda C70, C90 y similares con sistema de flauta de combustible;[{'marca': 'GENERICA', 'modelo': 'Honda C70, C90 y similares', 'cilindraje': '70-90', 'posicion': 'N/A', 'lado': 'N/A'}];Este tapón cierra la flauta de combustible para evitar fugas y mantener el sistema sellado.;Tapón para flauta de combustible moto 70-90cc;Combustible, Tapón, Flauta de combustible, Moto 70cc, Moto 90cc, Repuesto moto;No se observan textos grabados visibles en la imagen.;False
tapon-tensor-cadenilla-c-70-akt-110.jpg;True;repuesto_moto;0.9;Tapón tensor de cadenilla;Tensor de cadenilla;Transmisión;Tensor de cadenilla;Pieza metálica con rosca y tapa, acabado metálico, forma cilíndrica con cabeza hexagonal para herramienta;Motos tipo C70 y AKT 110 con sistema de transmisión por cadenilla;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias tipo C70 y AKT 110', 'cilindraje': '70-110', 'posicion': 'N/A', 'lado': 'N/A'}];Mantiene la tensión adecuada en la cadenilla de transmisión para evitar que se afloje o se salga durante el uso de la moto.;Tapón tensor cadenilla moto 70-110cc;Transmisión, Tensor de cadenilla, Tapón tensor, Moto utilitaria, 70cc, 110cc;No se observan textos grabados visibles en la imagen para análisis adicional.;False
tapones-de-valvula-anodizados.jpg;True;repuesto_moto;0.85;Tapones de válvula anodizados para neumáticos;Tapón de válvula;Ruedas;Válvula de neumático;Tres tapones metálicos anodizados en colores azul, dorado y rojo, con diseño estriado para mejor agarre, forma cilíndrica con base hexagonal para ajuste, material metálico con acabado anodizado brillante;Compatibles con válvulas estándar de neumáticos de motos y motocargueros;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Protegen la válvula del neumático contra polvo, suciedad y daños, además de evitar fugas de aire;Tapón de válvula metálico anodizado para moto;Tapón de válvula, válvula neumático, accesorio moto, tapón metálico, anodizado, protección válvula;No se observan textos grabados visibles en la imagen;False
tapones-de-valvula-de-llanta.jpg;True;repuesto_moto;0.9;Tapones para válvula de llanta;Tapón de válvula;Ruedas;Válvula de llanta;Tapones metálicos con diseño decorativo, algunos en forma de calavera roja con acabado brillante, otros en forma cónica con colores variados (plateado, azul, negro, rojo, dorado) y líneas decorativas, rosca interna para ajuste en válvula.;Compatibles con válvulas estándar de llantas de motocicletas y motocargueros, generalmente válvulas Schrader.;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Protegen la válvula de la llanta contra polvo, suciedad y daños, además de evitar fugas de aire.;Tapón decorativo para válvula de llanta moto;Tapón válvula, válvula llanta, accesorio moto, tapón metálico, protección válvula, motocarguero, motocicleta;No se observan textos grabados visibles en las piezas.;False
tapones-de-valvula-de-rueda.jpg;True;repuesto_moto;0.95;Tapones protectores para válvula de rueda;Tapón de válvula;Ruedas;Válvula de neumático;Plástico rígido o semirrígido, colores variados (naranja, amarillo, azul, verde, gris, rosa, morado, rojo, negro), diseño con tapa para protección, forma cilíndrica con extensión para mejor agarre;Compatibles con válvulas estándar de neumáticos de motos y motocargueros;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Protege la válvula del neumático contra polvo, suciedad y daños, evitando fugas de aire y manteniendo la presión adecuada en la rueda.;Tapón protector válvula rueda moto;tapón válvula, válvula neumático, protector válvula, accesorios moto, repuesto moto, tapón rueda, motocarguero;No se observan textos grabados visibles en la imagen.;False
tapones-de-valvula-en-forma-de-dados.jpg;True;repuesto_moto;0.85;Tapones para válvulas de neumáticos con diseño de dado;Tapón de válvula;Ruedas;Válvula de neumático;Plástico translúcido rojo con puntos blancos, forma cúbica tipo dado, rosca metálica interna para ajuste en válvula;Tapones universales para válvulas de neumáticos de motos y motocargueros;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': 'desconocido', 'posicion': 'N/A', 'lado': 'N/A'}];Protege la válvula del neumático contra polvo, suciedad y daños, además de evitar fugas de aire menores.;Tapón de válvula dado para moto;Tapón de válvula, Accesorio moto, Neumático, Protección válvula, Tapón dado, Motocarguero;No se observan textos grabados visibles en la pieza.;False
tapones-para-valvulas-de-llantas.jpg;True;repuesto_moto;0.9;Tapones para válvulas de llantas;Tapón de válvula;Ruedas;Válvula de llanta;Pequeños tapones cilíndricos de plástico o metal, colores variados (azul, rojo, blanco, amarillo, negro), diseño simple para roscar en válvulas de llantas;Compatibles con válvulas estándar de llantas de motocicletas y motocargueros;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Protegen la válvula de la llanta contra polvo, suciedad y humedad, evitando fugas de aire y daños en la válvula.;Tapones para válvulas de llantas moto;Tapones, válvulas, llantas, moto, motocarguero, protección válvula, accesorios llantas;Marca visible 'HONEY SPRINGS', texto 'MADE IN CHINA' en el empaque, sin códigos específicos en los tapones;False
tarraja-para-gusanillo-universal.jpg;True;repuesto_moto;0.85;Tarraja para gusanillo de freno;Herramienta de ajuste;Frenos;Ajuste de freno de tambor;Cuerpo metálico cromado, con mango transversal para giro manual, rosca interna para enroscar en gusanillo, acabado brillante;Herramienta universal para ajuste de gusanillos en frenos de tambor de motos y motocargueros;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros con freno de tambor', 'cilindraje': 'desconocido', 'posicion': 'Trasero', 'lado': 'N/A'}];Permite ajustar la tensión del cable de freno mediante el gusanillo para un correcto funcionamiento del freno de tambor.;Tarraja ajustadora para gusanillo de freno;Frenos, Herramienta, Ajuste de freno, Gusanillo, Freno de tambor, Moto, Motocarguero;No se observan textos grabados visibles en la imagen.;False
