Filename_Original;Es_Moto_o_Motocarguero;Tipo_Contenido;Confianza_Global;Identificacion_Repuesto;Componente_Taxonomia;Sistema;SubSistema;Caracteristicas_Observadas;Compatibilidad_Probable_Texto;Compatibilidad_Probable_JSON;Funcion;Nombre_Comercial_Catalogo;Tags_Sugeridos;Notas_Sobre_Textos_Grabados;Necesita_Modelo_Grande
rodamiento-1.jpg;True;repuesto_moto;0.95;Rodamiento de bolas;Rodamiento;Ruedas;Eje;Rodamiento de bolas con sello azul;Motocicletas con ejes compatibles;[];Permitir el giro suave de un eje u otra parte móvil;Rodamiento de bolas;rodamiento, rueda, eje;PFI, BEARING;False
rodamiento-6004-2rs.jpg;True;repuesto_moto;0.9;rodamiento-6004-2rs;rodamiento-6004-2rs;General;;;;[];;rodamiento-6004-2rs;;;False
rodamiento-6300-2rs.jpg;True;repuesto_moto;0.95;Rodamiento de bolas;Rodamiento;Parte de transmisión o rueda;Ejes o sistema de transmisión;Rodamiento de bolas con sellado de goma;Motos con especificaciones de rodamiento compatible;[];Permitir el giro suave de una pieza móvil;Rodamiento de bolas;rodamiento, transmisión, rueda;NACHI Quest;False
rodamiento-de-direccion.jpg;True;repuesto_moto;0.95;Rodamiento cónico;Rodamiento;Dirección;Horquilla delantera;Rodamiento cónico sobre caja Yamaha;Modelos de motos Yamaha;[];Permite el giro suave de la dirección;Rodamiento cónico;rodamiento, dirección, Yamaha;Codigos de barras y marca Yamaha visibles;False
rodamiento-koyo-6200-2rs.jpg;True;repuesto_moto;0.95;Rodamiento de bolas;Rodamiento;Transmisión;Ruedas o Eje;Rodamiento de bolas con anillo exterior metálico;Múltiples motos con necesidades de rodamientos similares;[];Reducir la fricción y soportar carga en el eje;Rodamiento de bolas;rodamiento, transmisión, rueda;Koyo;False
rodamiento.jpg;True;repuesto_moto;0.95;Rodamiento;Rodamiento;Chasis;Ruedas;Rodamiento de diseño estándar con empaques de goma.;Generalmente compatible con múltiples modelos de motos.;[];Permitir el movimiento suave de las ruedas o componentes rotatorios.;Rodamiento;rodamiento, rueda, chasis;No se observan códigos visibles.;False
rodillos-de-embrague-bws-125-12g.jpg;True;repuesto_moto;0.95;Rodillos de variador;Transmisión;Transmisión;Variador;Seis rodillos cilíndricos de color marrón en un empaque plástico;Scooters, posibles marcas incluyen Honda, Yamaha;[];Ajustar la relación de transmisión cambiando el diámetro efectivo del variador;Rodillos de variador;rodillos, variador, transmisión, scooter;Codigos visibles;False
rodillos-de-embrague-koso-x-power-bws-100.jpg;True;repuesto_moto;0.9;rodillos-de-embrague-koso-x-power-bws-100;rodillos-de-embrague-koso-x-power-bws-100;General;;;;[];;rodillos-de-embrague-koso-x-power-bws-100;;;False
rodillos-de-embrague-koso.jpg;True;repuesto_moto;0.95;Rodillos de variador;Transmisión;Transmisión automática;Variador;Rodillos cilíndricos con revestimiento exterior y núcleo metálico;Scooters con transmisión CVT;[];Regulan la apertura del variador para cambiar la relación de transmisión;Rodillos de variador;rodillos, variador, scooter;KOSO;False
rodillos-de-embrague.jpg;True;repuesto_moto;0.95;Rodillos de variador;Variador;Transmisión;Automático;Conjunto de varios cilindros pequeños, típicamente usados en variadores de scooters;Scooters de transmisión automática;[];Regulan el cambio de velocidades en variadores automáticos;Rodillos de variador;rodillos, variador, transmisión, scooter;No se observan códigos visibles;False
rodillos-de-variador-1.jpg;True;repuesto_moto;0.95;Rodillo variador;Rodillos de variador;Transmisión;Variador;Rodillos cilíndricos de color naranja con inscripción 'KOSO';Scooters y motos automáticas con variador compatible;[];Permiten la variación de la relación de transmisión en el variador;Rodillo variador;variador, rodillo, KOSO;KOSO;False
rodillos-de-variador-2.jpg;True;repuesto_moto;0.95;Rodillos de variador;Transmisión CVT;Transmisión;Control de velocidad;Rodillos cilíndricos con núcleo metálico, marca KOSO visible;Scooters con sistema de transmisión CVT;[];Regulan el cambio de marcha en el variador de transmisión;Rodillos de variador;rodillos, variador, transmisión;KOSO;False
rodillos-de-variador-3.jpg;True;repuesto_moto;0.95;Rollos de peso;Rollos de variador;Transmisión;Variador;Conjunto de rollos cilíndricos empaquetados;Scooters y motos automáticas;[];Ajustar el comportamiento del variador en la transmisión;Rollos de peso;variador, transmisión, scooter;BWS 100 8.5g;False
rodillos-de-variador-4.jpg;True;repuesto_moto;0.95;Rodillos variador;Rodillos;Transmisión;Variador;Seis rodillos cilíndricos de color marrón en empaque plástico;Scooters de transmisión automática;[];Permiten el cambio de marchas en vehículos automáticos;Rodillos variador;rodillos, variador, transmisión, scooter;Codigos visibles: 20x15;False
rodillos-de-variador-koso-x-power.jpg;True;repuesto_moto;0.95;Rodillos de variador;Variador;Transmisión;Transmisión automática;Juego de rodillos cilindricos de color marrón en empaque transparente;Scooters con motores de 125cc;[];Ajustan el rendimiento de la transmisión automática variando el diámetro efectivo del variador;Rodillos de variador;rodillos, variador, scooter;BMS 125 FI, GEX 19mm;False
rodillos-de-variador.jpg;True;repuesto_moto;0.95;Rodillos de variador;Variador;Transmisión;CVT (Transmisión Variable Continua);Piezas cilíndricas con interior metálico;Scooters automáticos;[];Regulan la transmisión variando el diámetro efectivo de la correa;Rodillos de variador;rodillos, variador, CVT;No se observan códigos visibles;False
rodillos-del-variador.jpg;True;repuesto_moto;0.95;Rodillos de variador;Transmisión;Transmisión;Variador;Conjunto de rodillos cilíndricos con núcleo metálico y recubrimiento plástico;Scooters con sistema CVT;[];Permiten la variación del diámetro del variador en un sistema CVT;Rodillos de variador;rodillos, variador, CVT;No hay códigos visibles;False
rojo-00112.jpg;True;repuesto_moto;0.95;Interruptor de luces;Interruptor;Sistema eléctrico;Iluminación;Tres interruptores en colores azul, verde y rojo con icono de luz;Generalmente compatible con varias marcas de motos;[];Permite el encendido y apagado de las luces;Interruptor de luces;interruptor, luces, eléctrico;Ningún código visible;False
rojo-02185-1506.jpg;True;repuesto_moto;0.95;Tablero de reflejos para luces direccionales;Reflector de luz;Sistema Eléctrico;Luces Direccionales;Dos piezas de plástico translúcido, una verde y otra roja, con grabados y flechas ilustrativas;Motos universales con luces con reflectores;[];Redirigir y reflejar la luz de las direccionales;Tablero de reflejos para luces direccionales;reflector, luces, direccionales;Flechas y posibles códigos no identificados;False
rojo-02185.jpg;True;repuesto_moto;0.95;Porta placa de matrícula;Soporte;Carrocería;Identificación;Soporte azul para matrícula con base ajustable;Modelos genéricos con soporte compatible;[];Sujetar la placa de matrícula de la moto;Porta placa de matrícula;placa, soporte, motocicleta;20.06;False
rojo-02315.jpg;True;repuesto_moto;0.95;Puño de manillar;Manillar;Control;Mano de control;Puños de diferentes colores, diseñados para ser montados en el manillar de la moto;Universal para la mayoría de las motos;[];Proveer agarre al conducir;Puño de manillar;puño, manillar, agarre;No hay códigos visibles;False
rollo-x-20mts.jpg;True;repuesto_moto;0.9;rollo-x-20mts;rollo-x-20mts;General;;;;[];;rollo-x-20mts;;;False
rotor-sensor-abs-1601.jpg;True;repuesto_moto;0.9;rotor-sensor-abs-1601;rotor-sensor-abs-1601;General;;;;[];;rotor-sensor-abs-1601;;;False
rotor-sensor-abs-1602.jpg;True;repuesto_moto;0.95;Disco de sensor de velocidad;Sensor de velocidad;Sistema de frenado;Control de velocidad;Disco circular perforado de color azul;Motos deportivas y scooters;[];Detecta la velocidad de giro de la rueda;Disco de sensor de velocidad;sensor, velocidad, disco;No hay códigos visibles;False
rotor-sensor-abs-1603.jpg;True;repuesto_moto;0.95;Disco de freno;Sistema de frenos;Frenos;Discos;Disco circular con perforaciones;Motos deportivas y de calle;[];Disipar calor y frenar la rueda;Disco de freno;freno, disco, seguridad;Ninguno visible;False
rq-4871-330mm-13.jpg;False;repuesto_moto;0.8;Remachadora manual;Herramienta;Herramientas de taller;Remachado;Remachadora manual de 330mm con cabezales intercambiables.;Herramienta universal para remachado en motos.;[];Sirve para instalar remaches en piezas de motos.;Remachadora manual;remachadora, herramienta, profesional;Radar RQ4871;False
rueda-de-rayos-de-motocicleta.jpg;True;repuesto_moto;0.95;Llanta de motocicleta de rayos;Llanta;Ruedas;Montaje de llanta;Llanta con un diseño de rayos y un buje central.;Motos de pequeña y mediana cilindrada;[];Soporta el neumático y permite el movimiento;Llanta de motocicleta de rayos;llanta, rueda, rayos;No se observan códigos visibles;False
rueda-trasera-con-sistema-de-escape.jpg;True;repuesto_moto;0.95;Disco de freno delantero;Freno;Sistema de frenado;Frenos de disco;Disco perforado para ventilación, parte de la llanta visible;Modelos deportivos de alta gama;[];Permite detener o reducir la velocidad de la moto;Disco de freno delantero;freno, disco, freno de disco, motocicleta;No hay códigos visibles;False
rueda-trasera-de-motocicleta-1.jpg;True;repuesto_moto;0.95;Llanta trasera;Rueda;Suspensión y Ruedas;Trasero;Neumático con dibujo profundo, montaje en llanta de aleación;Modelos de moto similares a la de la imagen;[];Proporcionar tracción y estabilidad;Llanta trasera;rueda trasera, neumático, moto;Codigos visibles;False
rueda-trasera-de-motocicleta.jpg;True;repuesto_moto;0.95;Escape deportivo;Sistema de escape;Escape;Escape;Múltiples tubos de escape, diseño deportivo;Motos de alto rendimiento;[];Mejorar la salida de gases y el rendimiento del motor;Escape deportivo;escape, deportivo, rendimiento;No se observan códigos visibles;False
ruedas-de-radios-para-moto.jpg;True;repuesto_moto;0.95;Llanta de rayos;Llanta;Ruedas;No aplica;Llanta con rayos metálicos y cubo central;Motos todoterreno o de estilo clásico;[];Permite el desplazamiento de la moto proporcionando soporte al neumático;Llanta de rayos;llanta, rayos, rueda;No se observan códigos visibles;False
scooter.jpg;False;herramienta;0.95;Prensa de tornillo;Herramienta de taller;General;Mantenimiento;Prensa de tornillo con mango en T y marco en forma de C;Usada en talleres generales;[];Aplicar presión para sujetar o ensamblar componentes;Prensa de tornillo;herramienta, prensa, mantenimiento;No aplicable;False
selector-de-medidas-para-llaves-de-vaso.jpg;True;repuesto_moto;0.9;selector-de-medidas-para-llaves-de-vaso;selector-de-medidas-para-llaves-de-vaso;General;;;;[];;selector-de-medidas-para-llaves-de-vaso;;;False
sello-de-valvula.jpg;True;repuesto_moto;0.95;Sello de válvula;Sello;Motor;Válvulas;Sello pequeño de goma con forma cilíndrica;Motos con motores de válvulas similares;[];Evitar el paso de aceite al sistema de combustión;Sello de válvula;sello_valvula, motor, repuesto;No aplicable;False
sellos-de-valvula-1-1.jpg;True;repuesto_moto;0.9;sellos-de-valvula-1-1;sellos-de-valvula-1-1;General;;;;[];;sellos-de-valvula-1-1;;;False
sellos-de-valvula-1.jpg;True;repuesto_moto;0.95;Sello de válvula;Sellos de válvula;Motor;Culata;Sellos circulares con resorte metálico;Motos con motores que usen sellos de válvula similares;[];Prevenir fugas de aceite en las válvulas;Sello de válvula;sello, válvula, motor;No se observan códigos visibles;False
sellos-de-valvula-2.jpg;True;repuesto_moto;0.95;Sello de válvula;Junta de válvula;Motor;Culata;Pequeñas piezas cilíndricas con borde exterior reforzado;Motos de diversas marcas con motores que utilicen sellos similares;[];Evitar el paso de aceite a la cámara de combustión;Sello de válvula;sello, válvula, motor, culata;No aplicable;False
sellos-de-valvula-3.jpg;True;repuesto_moto;0.95;Retén de válvula;Segmento estanquidador;Motor;Culata;Cilíndrico, compacto, hecho para sellar;Motos de 4 tiempos con motor pequeño y mediano;[];Sella la válvula para evitar fugas de aceite;Retén de válvula;retén, válvula, motor;No hay códigos visibles;False
sellos-de-valvula-4.jpg;True;repuesto_moto;0.95;Retén de válvula;Retén de válvula;Motor;Culata;Pequeña pieza redonda de goma con resorte metálico;Motos con motores de 4 tiempos;[];Sella la guía de la válvula para evitar fugas de aceite;Retén de válvula;retén, válvula, motor;No se observan códigos visibles;False
sellos-de-valvula-5.jpg;True;repuesto_moto;0.95;Retén de válvula;Retén de válvula;Motor;Culata;Pequeña pieza cilíndrica, color marrón, con un orificio central;Motos de combustión interna de baja cilindrada;[];Sellar el vástago de la válvula para evitar fugas de aceite;Retén de válvula;retén, válvula, motor;No se observan códigos visibles;False
sellos-de-valvula-6.jpg;True;repuesto_moto;0.95;Retén de válvula;Retén;Motor;Cilindro;Dos retenes de goma de borde circular;Modelos de motos con motor de cuatro tiempos;[];Sellar el paso de aceite al cilindro desde las válvulas;Retén de válvula;retén, válvula, motor;No se observan códigos visibles;False
sellos-de-valvula-7.jpg;True;repuesto_moto;0.95;Retén de válvula;Retén;Motor;Válvulas;Retén circular de goma verde;Motos con motor de 4 tiempos;[];Sellar el paso de aceite hacia las válvulas;Retén de válvula;válvula, motor, retén;Codigos visibles: INAY;False
sellos-de-valvula-8.jpg;True;repuesto_moto;0.95;Retén de válvula;Retén de válvula;Motor;Culata;Pequeños sellos cilíndricos de goma y metal;Modelos comunes de motocicletas de 4 tiempos;[];Evitar que el aceite penetre en la cámara de combustión a través de las válvulas;Retén de válvula;retén, válvula, motor;No se observan códigos visibles;False
sellos-de-valvula-9.jpg;True;repuesto_moto;0.9;sellos-de-valvula-9;sellos-de-valvula-9;General;;;;[];;sellos-de-valvula-9;;;False
sellos-de-valvula-an-100-suzuki.jpg;True;repuesto_moto;0.95;Retén de válvula;Retén;Motor;Culata;Pequeñas piezas cilíndricas de caucho con labio interior;Universal para múltiples marcas;[];Sella el vástago de la válvula para evitar fugas de aceite;Retén de válvula;retén, válvula, motor;No hay códigos visibles;False
sellos-de-valvula.jpg;True;repuesto_moto;0.9;sellos-de-valvula;sellos-de-valvula;General;;;;[];;sellos-de-valvula;;;False
sensor-abs.jpg;True;repuesto_moto;0.9;sensor-abs;sensor-abs;General;;;;[];;sensor-abs;;;False
sensor-de-desgaste-de-freno.jpg;True;repuesto_moto;0.95;Sensor de velocidad;Sensor;Sistema eléctrico;Sensores;Cable con terminales metálicos y conector de plástico;Modelos universales de motocicletas;[];Mide la velocidad de la rueda;Sensor de velocidad;sensor, velocidad, eléctrico;Ninguno visible;False
sensor-de-freno-delantero-honda-c70.jpg;True;repuesto_moto;0.95;Sensor de velocidad;Sensor;Sistema eléctrico;Instrumentación;Cable con conector plástico naranja y cables de colores;Modelos de motocicletas comunes con velocímetros eléctricos;[];Mide la velocidad de la rueda;Sensor de velocidad;sensor, velocidad, eléctrico;Sin códigos visibles;False
sensor-de-oxigeno.jpg;True;repuesto_moto;0.95;Bobina de encendido;Sistema de encendido;Encendido;Eléctrico;De color negro con conexión para bujía;Motos de baja y media cilindrada;[];Generar alta tensión para las bujías;Bobina de encendido;bobina, encendido, eléctrico;N/A;False
sensor-de-posicion-del-acelerador.jpg;True;repuesto_moto;0.9;sensor-de-posicion-del-acelerador;sensor-de-posicion-del-acelerador;General;;;;[];;sensor-de-posicion-del-acelerador;;;False
sensor-de-temperatura.jpg;True;repuesto_moto;0.9;sensor-de-temperatura;sensor-de-temperatura;General;;;;[];;sensor-de-temperatura;;;False
sensor-de-velocidad.jpg;True;repuesto_moto;0.95;Disco sensor de velocidad;Sensor de velocidad;Instrumentación;Velocímetro;Discos perforados de colores azul, dorado y púrpura;Yamaha NMAX;[];Detectar la velocidad de la rueda;Disco sensor de velocidad;sensor, velocidad, NMAX, disco;Ninguno observable;False
separador-de-carcazas-de-motor.jpg;True;repuesto_moto;0.9;separador-de-carcazas-de-motor;separador-de-carcazas-de-motor;General;;;;[];;separador-de-carcazas-de-motor;;;False
set-abrazadera-filtro-de-aire-c-curva-pasta-scooter-1631.jpg;True;repuesto_moto;0.95;Codo de escape;Sistema de escape;Escape;Tubería de escape;Codo metálico curvado, acabado cromado;Motos de baja cilindrada con motores pequeños;[];Conducir los gases de escape fuera del motor;Codo de escape;escape, codo, tubo;Ninguno visible;False
set-bujes-portacatalina-encauchetados-x4pcs-xl125-185-akt-125-tt.jpg;True;repuesto_moto;0.95;Rodillos de variador;Variador;Transmisión;CVT (Transmisión variable continua);Rodillos cilíndricos, color metálico y negro;Scooters con transmisión CVT;[];Ajustar las revoluciones de la transmisión para mantener una aceleración eficiente;Rodillos de variador;rodillos, variador, CVT, transmisión;No aplicable;False
set-caucho-amortiguador-con-buje-12mm-x4pcs-122.jpg;True;repuesto_moto;0.9;set-caucho-amortiguador-con-buje-12mm-x4pcs-122;set-caucho-amortiguador-con-buje-12mm-x4pcs-122;General;;;;[];;set-caucho-amortiguador-con-buje-12mm-x4pcs-122;;;False
set-de-agujas-para-inflar-balones.jpg;False;repuesto_moto;0.2;Agujas de inflado;Accesorio de inflado;Neumático;Inflado;Paquete de agujas de inflado para balones y neumáticos con manguerita;Herramienta general para inflado, no específico para motos;[];Permite inflar neumáticos y balones;Agujas de inflado;inflado, accesorios, neumáticos;Inflating needles, Made in China;False
set-de-bujes-de-amortiguador-de-10mm-x4.jpg;True;repuesto_moto;0.9;set-de-bujes-de-amortiguador-de-10mm-x4;set-de-bujes-de-amortiguador-de-10mm-x4;General;;;;[];;set-de-bujes-de-amortiguador-de-10mm-x4;;;False
set-de-bujes-de-caucho-para-amortiguadores-x4-piezas.jpg;True;repuesto_moto;0.95;Buje de goma con casquillo;Buje;Chasis;Suspensión;Buje de goma con un casquillo metálico central;Compatible con diversos modelos de motocicletas;[];Reducir vibraciones y absorber impactos;Buje de goma con casquillo;buje, suspensión, chasis;monofachadas.mx;False
set-de-herramientas-multiuso-en-bolsa.jpg;True;repuesto_moto;0.9;set-de-herramientas-multiuso-en-bolsa;set-de-herramientas-multiuso-en-bolsa;General;;;;[];;set-de-herramientas-multiuso-en-bolsa;;;False
set-destornillador-de-impacto-feichi-caja-roja.jpg;False;herramienta_mecanica;0.95;Destornillador de impacto;Herramientas;Mantenimiento;Desarmado;Herramienta metálica con cabezas intercambiables.;No aplica;[];Aflojar tornillos o tuercas mediante impacto;Destornillador de impacto;impacto, destornillador, herramienta;Codigos visibles;False
set-exploradora-td-led-headlight.jpg;True;repuesto_moto;0.95;Faro LED;Sistema de Iluminación;Eléctrico;Iluminación;Faro LED con conector, montaje ajustable;Motos universales, compatibilidad amplia;[];Proveer iluminación delantera;Faro LED;faro, LED, iluminación, motocicleta;Item No.: TD35;False
set-fresas-pimpollo-tungsteno-motortool.jpg;False;repuesto_moto;0.95;Lima rotativa de carburo;Herramienta;No aplica;No aplica;Conjunto de limas rotativas con mango metálico y cabezales de diversas formas;Herramienta compatible con múltiples aplicaciones mecánicas;[];Usada para el rectificado, alisado y modelado de metal;Lima rotativa de carburo;herramienta, limar, metal;No hay códigos visibles;False
set-herramienta-helicoil-8-mm-x-1-25.jpg;False;herramienta;0.95;Kit de reparación de roscas;Herramientas de roscado;Herramientas;Reparación de roscas;Incluye machos de roscar, brocas y guías;No aplica;[];Reparar roscas dañadas;Kit de reparación de roscas;kit de roscado, reparación de roscas;No aplicable;False
set-x5-und-1878.jpg;True;repuesto_moto;0.95;Discos de embrague;Embrague;Transmisión;Embrague;Conjunto de discos de embrague con diseño de fricción;Motos de tipo estándar y deportivas;[];Transmitir y controlar la potencia del motor a la transmisión;Discos de embrague;discos de embrague, transmisión, embrague;N/A;False
shampoo-autobrillante.jpg;True;repuesto_moto;0.9;shampoo-autobrillante;shampoo-autobrillante;General;;;;[];;shampoo-autobrillante;;;False
silenciador-akrapovic-octagonal-de-carbono.jpg;True;repuesto_moto;0.95;Silenciador de escape;Escape;Sistema de escape;Post-tratamiento;Cilindro de metal con un acabado negro, salidas de gases visibles;Compatible con varios modelos de motocicletas estándar;[];Reduce el ruido del escape y controla la salida de gases;Silenciador de escape;silenciador, escape, moto;Ninguno visible;False
silenciador-de-escape-1-1.jpg;True;repuesto_moto;0.95;Silenciador de escape;Escape;Escape;Silenciador;Material de fibra de carbono, incluye anclajes y soportes;Motos deportivas y de alto rendimiento;[];Reduce el ruido del escape y mejora el flujo de gases;Silenciador de escape;escape, silenciador, fibra de carbono, Akrapovic;Akrapovic;False
silenciador-de-escape-1.jpg;True;repuesto_moto;0.95;Silenciador de escape;Escape;Sistema de escape;Reducción de ruido;Silenciador de acabado en fibra de carbono con doble salida;Motos deportivas;[];Reduce el ruido del escape y mejora el rendimiento;Silenciador de escape;escape, silenciador, fibra de carbono;No se observan códigos visibles;False
silenciador-de-escape-11.jpg;True;repuesto_moto;0.95;Silenciador de escape;Escape;Motor;Escape;Silenciador con acabado en carbono;Motos deportivas de alta cilindrada;[];Reduce el ruido del escape y mejora el flujo de gases;Silenciador de escape;silenciador, escape, carbono;No aplicable;False
silenciador-de-escape-2-1.jpg;True;repuesto_moto;0.95;Silenciador de escape;Escape;Sistema de escape;Silenciador;Escape metálico con diseño alargado y logo Akrapovic;Motos deportivas de alta cilindrada;[];Reduce el ruido y controla el flujo de gases de escape;Silenciador de escape;escape, silenciador, Akrapovic;Akrapovic;False
silenciador-de-escape-2.jpg;False;repuesto_moto;0.95;Silenciador de escape;Escape;Sistema de escape;Escape;Silenciador cónico con tope azul y logotipo visible;Compatible con motocicletas deportivas y scooters;[];Reduce el ruido del motor y controla la salida de gases;Silenciador de escape;silenciador, escape, motocicleta;TwoBro;False
silenciador-de-escape-3-1.jpg;True;repuesto_moto;0.95;Silenciador de Escape;Escape;Sistema de Escape;Salida de Gases;Silenciador cilíndrico metálico con acabado pulido y logotipo visible;Compatible con varios modelos de motocicletas deportivas;[];Reduce el ruido del motor al liberar los gases de escape;Silenciador de Escape;escapes, silenciador, Akrapovic, rendimiento;Akrapovic;False
silenciador-de-escape-3.jpg;True;repuesto_moto;0.95;Silenciador de motocicleta;Escape;Motor;Escape;Silenciador con diseño de doble salida y carcasa metálica.;Compatible con múltiples modelos de motocicletas deportivas.;[];Reduce el ruido del motor y mejora el flujo de escape.;Silenciador de motocicleta;silenciador, escape, Akrapovic;Akrapovic;False
silenciador-de-escape-4-1.jpg;True;repuesto_moto;0.95;Silenciador de escape;Escape;Sistema de escape;Evacuación de gases;Cola de escape con diseño de doble salida, acabado en metal con logotipo visible;Compatible con varios modelos deportivos;[];Reduce el ruido del escape y mejora la salida de gases;Silenciador de escape;escape, silenciador, akrapovic;Akrapovic;False
silenciador-de-escape-4.jpg;True;repuesto_moto;0.95;Silenciador de escape Akrapovic;Silenciador;Escape;Silenciador;Silenciador de escape con acabado en fibra de carbono, incluye piezas de montaje y estructura de acero inoxidable;Motos de alta cilindrada y deportivas;[];Reduce el ruido del escape y mejora el rendimiento;Silenciador de escape Akrapovic;escape, silenciador, Akrapovic, moto deportiva;Akrapovic;False
silenciador-de-escape-5.jpg;True;repuesto_moto;0.95;Silenciador de escape;Escape;Sistema de escape;Silenciador;Escape color negro mate con diseño moderno;Motocicletas tipo scooter o de calle;[];Reduce el ruido y canaliza los gases de escape;Silenciador de escape;escape, silenciador, moto;Ningún código visible;False
silenciador-de-escape-6.jpg;True;repuesto_moto;0.9;silenciador-de-escape-6;silenciador-de-escape-6;General;;;;[];;silenciador-de-escape-6;;;False
silenciador-de-escape-7-1.jpg;True;repuesto_moto;0.95;Silenciador Deportivo;Escape;Sistema de Escape;Silenciador;Silenciador colorido con acabado iridiscente y placa de identificación.;Sugerido para motocicletas deportivas;[];Reducir el ruido del motor y mejorar la estética del escape.;Silenciador Deportivo;escape, silenciador, deportivo;TwPo;False
silenciador-de-escape-7.jpg;True;repuesto_moto;0.95;Escape deportivo;Silenciador;Escape;Salida de gases;Silenciador cónico con acabado iridiscente y tope verde;Motos deportivas de cilindrada media;[];Reducir el ruido y controlar la salida de gases;Escape deportivo;escape, silenciador, moto, deportivo;Codigos visibles;False
silenciador-de-escape-8.jpg;True;repuesto_moto;0.9;silenciador-de-escape-8;silenciador-de-escape-8;General;;;;[];;silenciador-de-escape-8;;;False
silenciador-de-escape-9.jpg;True;repuesto_moto;0.95;Escape de alto rendimiento;Tubo de escape;Escape;Silenciador;Superficie multicolor iridiscente, forma cónica con fijaciones visibles;Motos deportivas y algunos scooters;[];Reducir el ruido del motor y canalizar los gases de escape;Escape de alto rendimiento;escape, silenciador, alto rendimiento;No se observan códigos visibles;False
silenciador-de-escape-con-salida-doble.jpg;True;repuesto_moto;0.95;Silenciador de escape;Escape;Sistema de escape;Silenciador;Silenciador de metal con logo, abrazaderas y tornillos incluidos;Variedad de motocicletas deportivas;[];Reducir el ruido del escape y mejorar el flujo de gases;Silenciador de escape;escape, silenciador, Akrapovic;Akrapovic;False
silenciador-de-escape-cromo-para-scooter.jpg;True;repuesto_moto;0.95;Silenciador de escape;Escape;Escape;Silenciador;Cilindro metálico con entrada y salida para gases de escape, acabado en cromo;Motos de calle de mediana cilindrada;[];Reduce el ruido del escape y canaliza los gases de combustión;Silenciador de escape;silenciador, escape, moto;No se observan códigos visibles;False
silenciador-de-escape-octogonal-de-carbono.jpg;True;repuesto_moto;0.9;silenciador-de-escape-octogonal-de-carbono;silenciador-de-escape-octogonal-de-carbono;General;;;;[];;silenciador-de-escape-octogonal-de-carbono;;;False
silenciador-de-escape.jpg;True;repuesto_moto;0.95;Silenciador de escape;Escape;Escape;Muffler;Silenciador Akrapovic de fibra de carbono con doble salida;Motos deportivas de alto rendimiento;[];Reduce el ruido del motor y mejora el rendimiento;Silenciador de escape;silenciador, escape, Akrapovic, motos deportivas;Akrapovic;False
silenciador-decorativo.jpg;True;repuesto_moto;0.9;silenciador-decorativo;silenciador-decorativo;General;;;;[];;silenciador-decorativo;;;False
silenciadores-de-goma-para-manillar.jpg;True;repuesto_moto;0.95;Pasadores de freno;Sistema de frenos;Frenado;Frenos;Piezas de goma o similar con forma específica y orificio central.;Motos con frenos compatibles con este tipo de calza;[];Actúa como calza para asegurar el correcto posicionamiento de componentes del sistema de frenos;Pasadores de freno;pasadores, frenos, calza_freno;No se observan códigos visibles;False
silentblock-de-goma-para-silenciador.jpg;True;repuesto_moto;0.95;Bujes de goma;Buje;Chasis;Suspensión;Conjunto de bujes de goma de diferentes formas y tamaños;Suspensiones de motos;[];Reducir vibraciones y ruidos en la suspensión;Bujes de goma;buje, goma, suspensión;ONR;False
silentblock-de-rueda-trasera.jpg;True;repuesto_moto;0.95;Amortiguador de goma de acoplamiento;Amortiguador de torsión;Transmisión;Sistema de embrague;Amortiguador de goma con diseño segmentado en forma circular.;Motos tipo scooter y de baja cilindrada;[];Absorber vibraciones y suavizar el acoplamiento entre piezas;Amortiguador de goma de acoplamiento;amortiguador, goma, acoplamiento, embrague;No se observan textos grabados;False
silentblock-o-buje-de-caucho-para-asiento.jpg;True;repuesto_moto;0.9;silentblock-o-buje-de-caucho-para-asiento;silentblock-o-buje-de-caucho-para-asiento;General;;;;[];;silentblock-o-buje-de-caucho-para-asiento;;;False
silicona-emulsionada.jpg;True;repuesto_moto;0.9;silicona-emulsionada;silicona-emulsionada;General;;;;[];;silicona-emulsionada;;;False
silicona-multiuso-para-moto.jpg;False;repuesto_moto;0.95;Silicona abrillantadora;Limpiador;Estética y limpieza;Cuidado exterior;Botella de silicona abrillantadora para diversas superficies;Aplicable a plásticos, carenados y cromados de motos;[];Proporciona brillo y protección a componentes de la moto;Silicona abrillantadora;silicona, limpieza, brillo;430ml, Aroma fresa;False
silicona-roja-de-alta-temperatura.jpg;False;repuesto_moto;0.95;Sellador de silicona;Sellador;Motor;Juntas y sellos;Tubo de silicona rojo para alta temperatura;Universal para sellado de motores;[];Sellar componentes sometidos a altas temperaturas;Sellador de silicona;sellador, alta temperatura, silicona;SI 596 RD, Red High Temp RTV, PART NO 59630;False
silla-de-mecanico-rodante.jpg;True;repuesto_moto;0.9;silla-de-mecanico-rodante;silla-de-mecanico-rodante;General;;;;[];;silla-de-mecanico-rodante;;;False
silla-mecanico-rodante.jpg;True;repuesto_moto;0.9;silla-mecanico-rodante;silla-mecanico-rodante;General;;;;[];;silla-mecanico-rodante;;;False
