codigo;descripcion;color;empaque;imagen;linea
NARANJA;GUARDABARRO TRASERO 6.MM ROJO 05143;rojo;;;12623
5145;TRASERO 6.MM ROJO 05143 NARANJA;rojo;;;12623
CRISTAL;6.MM ROJO 05143 NARANJA 05145;rojo;;;12623
RADIO;"{\n \""codigo\"": \""02594\"",\n \""descripcion\"": \""SET";;;;12679
CAL;"\""codigo\"": \""02594\"",\n \""descripcion\"": \""SET RADIO";;;;12679
RADIO;"{\n \""codigo\"": \""02595\"",\n \""descripcion\"": \""SET";;;;12679
CAL;"\""codigo\"": \""02595\"",\n \""descripcion\"": \""SET RADIO";;;;12679
RADIO;"{\n \""codigo\"": \""02596\"",\n \""descripcion\"": \""SET";;;;12679
CAL;"\""codigo\"": \""02596\"",\n \""descripcion\"": \""SET RADIO";;;;12679
PARA;"X 72 PCS\"",\n \""descripcion\"": \""PITILLOS";;;;12691
KOSO;"""```json\n{\n \""codigo\"": \""01037\"",\n \""descripcion\"": \""STOP";;;;12783
COMPLETO;"\""codigo\"": \""01037\"",\n \""descripcion\"": \""STOP KOSO";;;;12799
LED;"\""01037\"",\n \""descripcion\"": \""STOP KOSO COMPLETO";;;;12799
BWS125;"{\n \""codigo\"": \""04070\"",\n \""descripcion\"": \""STOP";;;;12799
TIPO;"\""STOP BWS125 FI (FULL INYECCION)";;;;12799
LED;"\""codigo\"": \""03777\"",\n \""descripcion\"": \""STOP 6";;;;12807
LED;"\""codigo\"": \""03821\"",\n \""descripcion\"": \""STOP 6";;;;12807
LED;"\""descripcion\"": \""STOP 6 LED PORTAPLACA";;;;12807
LED;"\""codigo\"": \""03832\"",\n \""descripcion\"": \""STOP 6";;;;12807
LED;"{\n \""codigo\"": \""02166\"",\n \""descripcion\"": \""STOP";;;;12807
LUZ;"\""descripcion\"": \""STOP LED 2 FUNCIONES";;;;12807
KOSO;"{\n \""codigo\"": \""01037\"",\n \""descripcion\"": \""STOP";;;;12799
COMPLETA;"{\n \""codigo\"": \""05049\"",\n \""descripcion\"": \""FAROLA";;;;12855
COMPLETA;"{\n \""codigo\"": \""03127\"",\n \""descripcion\"": \""FAROLA";;;;12855
FAROLA;"{\n \""codigo\"": \""02856\"",\n \""descripcion\"": \""SET";;;;12855
LUPA;"\""codigo\"": \""02856\"",\n \""descripcion\"": \""SET FAROLA";;;;12855
LUJO;"\""02856\"",\n \""descripcion\"": \""SET FAROLA LUPA";;;;12855
ZUMA;"{\n \""codigo\"": \""03776\"",\n \""descripcion\"": \""FRENTE";;;;12871
CUBIERTA;"{\n \""codigo\"": \""02652\"",\n \""descripcion\"": \""TAPA";;;;12871
STOP;"\""codigo\"": \""02652\"",\n \""descripcion\"": \""TAPA CUBIERTA";;;;12871
155;;;;;12843
FAROLA;"\"",\n  \""descripcion\"": \""";;;;12843
COMPLETA;"\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""\"",\n  \""fotos\"": [],\n  \""variantes\"": []\n}\n```""";;;;12843
FAROLA;"\""codigo\"": \""BWS-125 AZUL/ROJA\"",\n \""descripcion\"": \""SET";azul;;;12883
LUPA;"\""BWS-125 AZUL/ROJA\"",\n \""descripcion\"": \""SET FAROLA";azul;;;12883
FRENO;"\""codigo\"": \""02321\"",\n \""descripcion\"": \""MAGUERA DE";;;;12911
VERDE;"\""descripcion\"": \""MAGUERA DE FRENO 1.10MTS";;;;12911
2931;"\""MAGUERA DE FRENO 1.10MTS VERDE";verde;;;12911
AZUL;DE FRENO 1.10MTS VERDE 02931;verde;;;12911
2319;FRENO 1.10MTS VERDE 02931 AZUL;verde;;;12911
ROJA;1.10MTS VERDE 02931 AZUL 02319;verde;;;12911
2930;VERDE 02931 AZUL 02319 ROJA;verde;;;12911
PLATA;02931 AZUL 02319 ROJA 02930;azul;;;12911
2932;AZUL 02319 ROJA 02930 PLATA;azul;;;12911
AMARILLA;02319 ROJA 02930 PLATA 02932;;;;12911
FRENO;"{\n \""codigo\"": \""02936\"",\n \""descripcion\"": \""MANGUERA";;;;12911
DISCO;"\""codigo\"": \""02936\"",\n \""descripcion\"": \""MANGUERA FRENO";;;;12911
TRASERO;"\""02936\"",\n \""descripcion\"": \""MANGUERA FRENO DISCO";;;;12911
CMS;"\""MANGUERA FRENO DISCO TRASERO 45";;;;12911
PLATA;FRENO DISCO TRASERO 45 CMS;;;;12911
2936;DISCO TRASERO 45 CMS PLATA;;;;12911
ROJA;TRASERO 45 CMS PLATA 02936;;;;12911
2933;45 CMS PLATA 02936 ROJA;;;;12911
AZUL;CMS PLATA 02936 ROJA 02933;;;;12911
FRENO;"{\n \""codigo\"": \""02997\"",\n \""descripcion\"": \""MANGUERA";;;;12911
DISCO;"\""codigo\"": \""02997\"",\n \""descripcion\"": \""MANGUERA FRENO";;;;12911
1MTS;"\""02997\"",\n \""descripcion\"": \""MANGUERA FRENO DISCO";;;;12911
CAUCHO;"\""descripcion\"": \""MANGUERA FRENO DISCO 1MTS";;;;12911
NEGRO;"\""MANGUERA FRENO DISCO 1MTS CAUCHO";;;;12911
FRENO;"{\n \""codigo\"": \""03136\"",\n \""descripcion\"": \""MANGUERA";;;;12911
DISCO;"\""codigo\"": \""03136\"",\n \""descripcion\"": \""MANGUERA FRENO";;;;12911
MTS;"\""descripcion\"": \""MANGUERA FRENO DISCO 1.20";;;;12911
CAUCHO;"\""MANGUERA FRENO DISCO 1.20 MTS";;;;12911
FRENO;"{\n \""codigo\"": \""03137\"",\n \""descripcion\"": \""MANGUERA";;;;12911
DISCO;"\""codigo\"": \""03137\"",\n \""descripcion\"": \""MANGUERA FRENO";;;;12911
58CM;"\""03137\"",\n \""descripcion\"": \""MANGUERA FRENO DISCO";;;;12911
CAUCHO;"\""descripcion\"": \""MANGUERA FRENO DISCO 58CM";;;;12911
MONSTER;"{\n \""codigo\"": \""02591\"",\n \""descripcion\"": \""SLAIDER";;;;12943
AZUL;"\""02591\"",\n \""descripcion\"": \""SLAIDER MONSTER UNIVERSAL";;;;12943
2592;"\""descripcion\"": \""SLAIDER MONSTER UNIVERSAL AZUL";azul;;;12943
PLATA;"\""SLAIDER MONSTER UNIVERSAL AZUL 02592";azul;;;12943
2590;MONSTER UNIVERSAL AZUL 02592 PLATA;azul;;;12943
NEGRO;UNIVERSAL AZUL 02592 PLATA 02590;azul;;;12943
2591;AZUL 02592 PLATA 02590 NEGRO;azul;;;12943
ROJO;02592 PLATA 02590 NEGRO 02591;negro;;;12943
2593;PLATA 02590 NEGRO 02591 ROJO;negro;;;12943
DORADO;02590 NEGRO 02591 ROJO 02593;negro;;;12943
PLATA;"\""codigo\"": \""02735\"",\n \""descripcion\"": \""SLAIDER UNIVERSAL";;;;12943
2735;"\""02735\"",\n \""descripcion\"": \""SLAIDER UNIVERSAL PLATA";;;;12943
AZUL;"\""descripcion\"": \""SLAIDER UNIVERSAL PLATA 02735";;;;12943
2736;"\""SLAIDER UNIVERSAL PLATA 02735 AZUL";azul;;;12943
ROJO;UNIVERSAL PLATA 02735 AZUL 02736;azul;;;12943
2737;PLATA 02735 AZUL 02736 ROJO;azul;;;12943
DORADO;02735 AZUL 02736 ROJO 02737;azul;;;12943
4466;AZUL 02736 ROJO 02737 DORADO;azul;;;12943
NARANJA;02736 ROJO 02737 DORADO 04466;rojo;;;12943
4194;ROJO 02737 DORADO 04466 NARANJA;rojo;;;12943
TITANIUM;02737 DORADO 04466 NARANJA 04194;dorado;;;12943
4252;DORADO 04466 NARANJA 04194 TITANIUM;dorado;;;12943
NEGRO;04466 NARANJA 04194 TITANIUM 04252;naranja;;;12943
CORTO;"{\n \""codigo\"": \""01653\"",\n \""descripcion\"": \""SLAIDER";;;;12943
ROCKET;"{\n \""codigo\"": \""04332\"",\n \""descripcion\"": \""SLAIDER";;;;12943
NARANJA;"\""descripcion\"": \""SLAIDER ROCKET TIPOTROMPO UNIVERSAL";;;;12959
4332;"\""SLAIDER ROCKET TIPOTROMPO UNIVERSAL NARANJA";naranja;;;12943
PLATA;ROCKET TIPOTROMPO UNIVERSAL NARANJA 04332;naranja;;;12943
4038;TIPOTROMPO UNIVERSAL NARANJA 04332 PLATA;naranja;;;12943
TITANIUM;UNIVERSAL NARANJA 04332 PLATA 04038;naranja;;;12943
4322;NARANJA 04332 PLATA 04038 TITANIUM;naranja;;;12943
ROJO;04332 PLATA 04038 TITANIUM 04322;;;;12943
4040;PLATA 04038 TITANIUM 04322 ROJO;rojo;;;12943
AZUL;04038 TITANIUM 04322 ROJO 04040;rojo;;;12943
4039;TITANIUM 04322 ROJO 04040 AZUL;rojo;;;12943
NEGRO;04322 ROJO 04040 AZUL 04039;rojo;;;12943
4037;ROJO 04040 AZUL 04039 NEGRO;rojo;;;12943
DORADO;04040 AZUL 04039 NEGRO 04037;azul;;;12943
ROCKET;"""```json\n{\n \""codigo\"": \""04332\"",\n \""descripcion\"": \""SLAIDER";;;;12959
SLAIDER;"""raw"": ""```json\n{\n  \""codigo\"": \""\"",\n  \""descripcion\"": \""";;;;12979
CORTO;ECONOMICO;;;;12979
DORADO;"\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""\"",\n  \""fotos\"": [],\n  \""variantes\"": []\n}\n```""";;;;12979
TAPON;"{\n \""codigo\"": \""02714\"",\n \""descripcion\"": \""FRC";;;;12999
BWS125;"\""02714\"",\n \""descripcion\"": \""FRC TAPON MEDIDORACEITE";;;;12999
NARANJA;"\""descripcion\"": \""FRC TAPON MEDIDORACEITE BWS125";;;;12999
2714;"\""FRC TAPON MEDIDORACEITE BWS125 NARANJA";naranja;;;12999
NEGRO;TAPON MEDIDORACEITE BWS125 NARANJA 02714;naranja;;;12999
2715;MEDIDORACEITE BWS125 NARANJA 02714 NEGRO;naranja;;;12999
VERDE;BWS125 NARANJA 02714 NEGRO 02715;naranja;;;12999
TAPON;"{\n \""codigo\"": \""02504\"",\n \""descripcion\"": \""FRC";;;;12999
ACEITE;"\""codigo\"": \""02504\"",\n \""descripcion\"": \""FRC TAPON";;;;12999
ESPIRAL;"\""02504\"",\n \""descripcion\"": \""FRC TAPON ACEITE";;;;12999
ROJO;"\""descripcion\"": \""FRC TAPON ACEITE ESPIRAL";;;;12999
2504;"\""FRC TAPON ACEITE ESPIRAL ROJO";rojo;;;12999
AZUL;TAPON ACEITE ESPIRAL ROJO 02504;rojo;;;12999
2505;ACEITE ESPIRAL ROJO 02504 AZUL;rojo;;;12999
NARANJA;ESPIRAL ROJO 02504 AZUL 02505;rojo;;;12999
2506;ROJO 02504 AZUL 02505 NARANJA;rojo;;;12999
DORADO;02504 AZUL 02505 NARANJA 02506;azul;;;12999
MEDIDOR;"{\n \""codigo\"": \""02760\"",\n \""descripcion\"": \""TAPON";;;;12999
110;"\""02760\"",\n \""descripcion\"": \""TAPON MEDIDOR ACEITEAKT";;;;12999
XL125;"\""descripcion\"": \""TAPON MEDIDOR ACEITEAKT 110";;;;12999
NEGRO;"\""TAPON MEDIDOR ACEITEAKT 110 XL125";;;;12999
2434;MEDIDOR ACEITEAKT 110 XL125 NEGRO;negro;;;12999
VERDE;ACEITEAKT 110 XL125 NEGRO 02434;negro;;;12999
2437;110 XL125 NEGRO 02434 VERDE;negro;;;12999
NARANJA;XL125 NEGRO 02434 VERDE 02437;negro;;;12999
TAPON;"{\n \""codigo\"": \""02338\"",\n \""descripcion\"": \""MOXI";;;;12999
OIL;"\""codigo\"": \""02338\"",\n \""descripcion\"": \""MOXI TAPON";;;;12999
CON;"\""descripcion\"": \""MOXI TAPON OIL LINEASCURVAS";;;;12999
LLAVE;"\""MOXI TAPON OIL LINEASCURVAS CON";;;;12999
NEGRO;TAPON OIL LINEASCURVAS CON LLAVE;;;;12999
2338;OIL LINEASCURVAS CON LLAVE NEGRO;negro;;;12999
AZUL;LINEASCURVAS CON LLAVE NEGRO 02338;negro;;;12999
2339;CON LLAVE NEGRO 02338 AZUL;negro;;;12999
PLATA;LLAVE NEGRO 02338 AZUL 02339;negro;;;12999
2359;NEGRO 02338 AZUL 02339 PLATA;negro;;;12999
NARANJA;02338 AZUL 02339 PLATA 02359;azul;;;12999
2341;AZUL 02339 PLATA 02359 NARANJA;azul;;;12999
DORADO;02339 PLATA 02359 NARANJA 02341;naranja;;;12999
AGILITY;"\""00367\"",\n \""descripcion\"": \""TAPON DE ACEITEBWS/";;;;12999
NEGRO;"\""descripcion\"": \""TAPON DE ACEITEBWS/ AGILITY";;;;12999
365;"\""TAPON DE ACEITEBWS/ AGILITY NEGRO";negro;;;12999
BLANCO;DE ACEITEBWS/ AGILITY NEGRO 00365;negro;;;12999
TRASERO;"{\n \""codigo\"": \""04419\"",\n \""descripcion\"": \""COLEPATO";;;;13043
TRASERO;"{\n \""codigo\"": \""04420\"",\n \""descripcion\"": \""COLEPATO";;;;13043
TRASERO;"{\n \""codigo\"": \""04421\"",\n \""descripcion\"": \""COLEPATO";;;;13043
YAMAHA;"\""codigo\"": \""04421\"",\n \""descripcion\"": \""COLEPATO TRASERO";;;;13043
CADENA;"{\n \""codigo\"": \""04459\"",\n \""descripcion\"": \""DESLIZADOR";;;;13043
TIJERA;"\""codigo\"": \""04459\"",\n \""descripcion\"": \""DESLIZADOR CADENA";;;;13043
YAMAHA;"\""04459\"",\n \""descripcion\"": \""DESLIZADOR CADENA TIJERA";;;;13043
TRASERO;"{\n \""codigo\"": \""04422\"",\n \""descripcion\"": \""COLEPATO";;;;13043
4422;"""raw"": ""```json\n{\n  \""codigo\"": \""";;;;13031
COLEPATO;"\"",\n  \""descripcion\"": \""";;;;13031
TRASERO;UNIVERSAL GN;;;;13031
AKT;"\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""\"",\n  \""fotos\"": [],\n  \""variantes\"": []\n}\n```""";;;;13031
TAPA;"{\n \""codigo\"": \""01810\"",\n \""descripcion\"": \""FRC";;;;13067
LIQUIDO;"\""codigo\"": \""01810\"",\n \""descripcion\"": \""FRC TAPA";;;;13067
NARANJA;"\""descripcion\"": \""FRC TAPA LIQUIDO FRENOBWS125";;;;13067
TAPA;"{\n \""codigo\"": \""01347\"",\n \""descripcion\"": \""FRC";;;;13067
LIQUIDO;"\""codigo\"": \""01347\"",\n \""descripcion\"": \""FRC TAPA";;;;13067
1347;"\""FRC TAPA LIQUIDO FRENOBWS125 NARANJA";naranja;;;13067
DORADO;TAPA LIQUIDO FRENOBWS125 NARANJA 01347;naranja;;;13067
TAPA;"{\n \""codigo\"": \""03185\"",\n \""descripcion\"": \""SEP";;;;13067
LIQUIDO;"\""codigo\"": \""03185\"",\n \""descripcion\"": \""SEP TAPA";;;;13067
FREN;"\""03185\"",\n \""descripcion\"": \""SEP TAPA LIQUIDO";;;;13067
ROJA;TAPA LIQUIDO FREN BWS-125 FI;;;;13067
3185;LIQUIDO FREN BWS-125 FI ROJA;;;;13067
AZUL;FREN BWS-125 FI ROJA 03185;;;;13067
3186;BWS-125 FI ROJA 03185 AZUL;azul;;;13067
PLATA;FI ROJA 03185 AZUL 03186;azul;;;13067
TAPA;"{\n \""codigo\"": \""02702\"",\n \""descripcion\"": \""MOXI";;;;13067
LIQUIDO;"\""codigo\"": \""02702\"",\n \""descripcion\"": \""MOXI TAPA";;;;13067
FRENO;"\""02702\"",\n \""descripcion\"": \""MOXI TAPA LIQUIDO";;;;13067
PULSAR;"\""descripcion\"": \""MOXI TAPA LIQUIDO FRENO";;;;13067
NEGRA;"\""MOXI TAPA LIQUIDO FRENO PULSAR";;;;13067
2700;TAPA LIQUIDO FRENO PULSAR NEGRA;;;;13067
AZUL;LIQUIDO FRENO PULSAR NEGRA 02700;;;;13067
2701;FRENO PULSAR NEGRA 02700 AZUL;azul;;;13067
ROJA;PULSAR NEGRA 02700 AZUL 02701;azul;;;13067
2699;NEGRA 02700 AZUL 02701 ROJA;azul;;;13067
NARANJA;02700 AZUL 02701 ROJA 02699;azul;;;13067
MINI;"{\n \""codigo\"": \""03532\"",\n \""descripcion\"": \""EXPLORADORA";;;;13115
OJO;"\""03532\"",\n \""descripcion\"": \""EXPLORADORA MINI TRANSFORMER";;;;13115
ANGEL;"\""EXPLORADORA MINI TRANSFORMER OJO DE";;;;13115
3532;MINI TRANSFORMER OJO DE ANGEL;;;;13115
ZUL;TRANSFORMER OJO DE ANGEL 03532;;;;13079
3533;OJO DE ANGEL 03532 ZUL;;;;13079
ROJA;DE ANGEL 03532 ZUL 03533;;;;13079
3531;ANGEL 03532 ZUL 03533 ROJA;;;;13079
BLANCO;03532 ZUL 03533 ROJA 03531;;;;13079
MINI;"{\n \""codigo\"": \""03638\"",\n \""descripcion\"": \""EXPLORADORA";;;;13115
NEGRA;"\""03638\"",\n \""descripcion\"": \""EXPLORADORA MINI TRANSFORMER";;;;13115
REDONDA;"{\n \""codigo\"": \""03803\"",\n \""descripcion\"": \""EXPLORADORA";;;;13115
L9X;"\""codigo\"": \""03803\"",\n \""descripcion\"": \""EXPLORADORA REDONDA";;;;13115
LED;"{\n \""codigo\"": \""03639\"",\n \""descripcion\"": \""EXPLORADORA";;;;13115
REDONDA;"\""codigo\"": \""03639\"",\n \""descripcion\"": \""EXPLORADORA LED";;;;13115
MINI;"\""03639\"",\n \""descripcion\"": \""EXPLORADORA LED REDONDA";;;;13115
LED;"{\n \""codigo\"": \""03640\"",\n \""descripcion\"": \""EXPLORADORA";;;;13115
MINI;"\""codigo\"": \""03640\"",\n \""descripcion\"": \""EXPLORADORA LED";;;;13115
LARGA;"\""03640\"",\n \""descripcion\"": \""EXPLORADORA LED MINI";;;;13115
3LED;"\""descripcion\"": \""EXPLORADORA LED MINI LARGA";;;;13115
LED;"\""02987\"",\n \""descripcion\"": \""EXPLORADORA RECTANGULAR 6";;;;13115
LED;"\""EXPLORADORA LED MINI LARGA 3";;;;13095
MINI;"""```json\n{\n \""codigo\"": \""HP-U7/W-MINI\"",\n \""descripcion\"": \""EXPLORADORA";;;;13103
OJO;"\""HP-U7/W-MINI\"",\n \""descripcion\"": \""EXPLORADORA MINI TRANSFORMER";;;;13103
MINI;"""```json\n{\n \""codigo\"": \""03532\"",\n \""descripcion\"": \""EXPLORADORA";;;;13111
AZUL;TRANSFORMER OJO DE ANGEL 03532;;;;13115
3533;OJO DE ANGEL 03532 AZUL;azul;;;13115
ROJA;DE ANGEL 03532 AZUL 03533;azul;;;13115
3531;ANGEL 03532 AZUL 03533 ROJA;azul;;;13115
BLANCO;03532 AZUL 03533 ROJA 03531;azul;;;13115
U80;"""raw"": ""```json\n{\n  \""codigo\"": \""HP";;;;13135
LED;/W 9;;;;13135
REDONDA;"\"",\n  \""descripcion\"": \""EXPLORADORA";;;;13135
L9X;"\"",\n  \""precio\"": \""\"",\n  \""empaque\"": \""\"",\n  \""fotos\"": [],\n  \""variantes\"": [\n    \""HP";;;;13135
GZD;;;;;13135
1;"/W\""\n  ]\n}\n```""";;;;13135
MINI;"""```json\n{\n \""codigo\"": \""HP-U5/W-Mini\"",\n \""descripcion\"": \""EXPLORADORA";;;;13155
6LED;"\""codigo\"": \""03536\"",\n \""descripcion\"": \""EXPLORADORA R";;;;13187
PLANA;"\""descripcion\"": \""EXPLORADORA R 6LED RECTANGULAR";;;;13187
LED;"\""codigo\"": \""02985\"",\n \""descripcion\"": \""EXPLORADORA 6";;;;13187
30W;"\""02985\"",\n \""descripcion\"": \""EXPLORADORA 6 LED";;;;13187
LED;"{\n \""codigo\"": \""02503\"",\n \""descripcion\"": \""EXPLORADORA";;;;13187
MINI;"\""codigo\"": \""02503\"",\n \""descripcion\"": \""EXPLORADORA LED";;;;13187
STROBER;"\""EXPLORADORA LED MINI 2 FUNCIONES";;;;13211
6LED;"{\n \""codigo\"": \""03339\"",\n \""descripcion\"": \""EXPLORADORA";;;;13187
CUBO;"\""codigo\"": \""03339\"",\n \""descripcion\"": \""EXPLORADORA 6LED";;;;13187
DUAL;"\""03339\"",\n \""descripcion\"": \""EXPLORADORA 6LED CUBO";;;;13187
COLOR;"\""descripcion\"": \""EXPLORADORA 6LED CUBO DUAL";;;;13211
LED;"{\n \""codigo\"": \""02989\"",\n \""descripcion\"": \""EXPLORADORA";;;;13187
MINI;"\""codigo\"": \""02989\"",\n \""descripcion\"": \""EXPLORADORA LED";;;;13187
OJO;"\""02989\"",\n \""descripcion\"": \""EXPLORADORA LED MINI";;;;13187
ANGEL;"\""EXPLORADORA LED MINI OJO DE";;;;13187
AZUL;"\""X1\"",\n \""fotos\"": [\""02989.jpg\""],\n \""variantes\"": [\""ARO";;;;13187
ROJO;"\""variantes\"": [\""ARO AZUL 02990\"", \""ARO";azul;;;13187
BLANCO;"02990\"", \""ARO ROJO 02989\"", \""ARO";rojo;;;13187
CUBO;"{\n \""codigo\"": \""03644\"",\n \""descripcion\"": \""EXPLORADORA";;;;13187
CON;"\""codigo\"": \""03644\"",\n \""descripcion\"": \""EXPLORADORA CUBO";;;;13187
MEDIO;"\""EXPLORADORA CUBO CON FILAMENTOS EN";;;;13187
10WREF;CUBO CON FILAMENTOS EN MEDIO;;;;13187
LUPA;"{\n \""codigo\"": \""02994\"",\n \""descripcion\"": \""EXPLORADORA";;;;13187
OVALADA;"\""codigo\"": \""02994\"",\n \""descripcion\"": \""EXPLORADORA LUPA";;;;13199
2LED;"\""02994\"",\n \""descripcion\"": \""EXPLORADORA LUPA OVALADA";;;;13199
20W;"\""descripcion\"": \""EXPLORADORA LUPA OVALADA 2LED";;;;13199
REF;"\""EXPLORADORA LUPA OVALADA 2LED 20W";;;;13199
6LED;"\""codigo\"": \""HP-CTD-XDP-002-F\"",\n \""descripcion\"": \""EXPLORADORA R";;;;13179
ARO;MINI OJO DE ANGEL HP-GZD-002;;;;13187
AZUL;OJO DE ANGEL HP-GZD-002 ARO;;;;13187
2990;DE ANGEL HP-GZD-002 ARO AZUL;azul;;;13187
ARO;ANGEL HP-GZD-002 ARO AZUL 02990;azul;;;13187
ROJO;HP-GZD-002 ARO AZUL 02990 ARO;azul;;;13187
2989;ARO AZUL 02990 ARO ROJO;azul;;;13187
ARO;AZUL 02990 ARO ROJO 02989;azul;;;13187
BLANCO;02990 ARO ROJO 02989 ARO;rojo;;;13187
BLANCA;OVALADA 2LED 20W REF HP-GZD-003/W;;;;13199
2994;2LED 20W REF HP-GZD-003/W BLANCA;;;;13199
AMARILLA;20W REF HP-GZD-003/W BLANCA 02994;;;;13199
LUPA;"""```json\n{\n \""codigo\"": \""02994\"",\n \""descripcion\"": \""EXPLORADORA";;;;13199
LED;"\""codigo\"": \""HP-GZD-049/W\"",\n \""descripcion\"": \""EXPLORADORA 6";;;;13211
LED;"{\n \""codigo\"": \""\"",\n \""descripcion\"": \""EXPLORADORA";;;;13211
MINI;"\""codigo\"": \""\"",\n \""descripcion\"": \""EXPLORADORA LED";;;;13211
6LED;"{\n \""codigo\"": \""MN.HP-GZD-049/W\"",\n \""descripcion\"": \""EXPLORADORA";;;;13211
CUBO;"\""codigo\"": \""MN.HP-GZD-049/W\"",\n \""descripcion\"": \""EXPLORADORA 6LED";;;;13211
DUAL;"\""MN.HP-GZD-049/W\"",\n \""descripcion\"": \""EXPLORADORA 6LED CUBO";;;;13211
LED;"{\n \""codigo\"": \""HP-GZD-002\"",\n \""descripcion\"": \""EXPLORADORA";;;;13211
MINI;"\""codigo\"": \""HP-GZD-002\"",\n \""descripcion\"": \""EXPLORADORA LED";;;;13211
OJO;"\""HP-GZD-002\"",\n \""descripcion\"": \""EXPLORADORA LED MINI";;;;13211
AZUL;"\""fotos\"": [],\n \""variantes\"": [\n \""ARO";;;;13211
ROJO;"[\n \""ARO AZUL 02990\"",\n \""ARO";azul;;;13211
BLANCO;"02990\"",\n \""ARO ROJO 02989\"",\n \""ARO";rojo;;;13211
CUBO;"\""codigo\"": \""10WREF HP-CTD-002\"",\n \""descripcion\"": \""EXPLORADORA";;;;13211
CON;"\""10WREF HP-CTD-002\"",\n \""descripcion\"": \""EXPLORADORA CUBO";;;;13211
CUBO;"{\n \""codigo\"": \""05010\"",\n \""descripcion\"": \""EXPLORADORA";;;;13259
LED;"\""05010\"",\n \""descripcion\"": \""EXPLORADORA CUBO 6";;;;13259
LED;"\""04271\"",\n \""descripcion\"": \""SET EXPLORADORA TD";;;;13259
TD35;"\""SET EXPLORADORA TD LED HEADLIGHT";;;;13259
ALTA;EXPLORADORA TD LED HEADLIGHT TD35;;;;13259
POTENCIA;TD LED HEADLIGHT TD35 ALTA;;;;13259
6000;LED HEADLIGHT TD35 ALTA POTENCIA;;;;13259
OVALADA;"{\n \""codigo\"": \""03534\"",\n \""descripcion\"": \""EXPLORADORA";;;;13259
2LED;"\""codigo\"": \""03534\"",\n \""descripcion\"": \""EXPLORADORA OVALADA";;;;13259
CON;"\""03534\"",\n \""descripcion\"": \""EXPLORADORA OVALADA 2LED";;;;13259
OJO;"\""descripcion\"": \""EXPLORADORA OVALADA 2LED CON";;;;13279
ANGEL;OVALADA 2LED CON OJO DE;;;;13279
BICOLOR;2LED CON OJO DE ANGEL;;;;13279
REF;DE ANGEL BICOLOR 3 FUNCIONES;;;;13259
OVALADA;"{\n \""codigo\"": \""03535\"",\n \""descripcion\"": \""EXPLORADORA";;;;13259
2LED;"\""codigo\"": \""03535\"",\n \""descripcion\"": \""EXPLORADORA OVALADA";;;;13259
MODELO;"\""03535\"",\n \""descripcion\"": \""EXPLORADORA OVALADA 2LED";;;;13259
NUEVO;"\""descripcion\"": \""EXPLORADORA OVALADA 2LED MODELO";;;;13259
REF;"\""EXPLORADORA OVALADA 2LED MODELO NUEVO";;;;13259
LUZ;"{\n \""codigo\"": \""02938\"",\n \""descripcion\"": \""KIT";;;;13259
LED;"\""codigo\"": \""02938\"",\n \""descripcion\"": \""KIT LUZ";;;;13259
6000;"\""02938\"",\n \""descripcion\"": \""KIT LUZ LED";;;;13259
LUMENS;"\""descripcion\"": \""KIT LUZ LED 6000";;;;13259
ALTA;"\""KIT LUZ LED 6000 LUMENS";;;;13259
LUZ;"{\n \""codigo\"": \""05394\"",\n \""descripcion\"": \""KIT";;;;13259
LED;"\""codigo\"": \""05394\"",\n \""descripcion\"": \""KIT LUZ";;;;13259
4000;"\""05394\"",\n \""descripcion\"": \""KIT LUZ LED";;;;13259
LUMENS;"\""descripcion\"": \""KIT LUZ LED 4000";;;;13259
ALTA;"\""KIT LUZ LED 4000 LUMENS";;;;13259
LED;"""```json\n{\n \""codigo\"": \""TD35\"",\n \""descripcion\"": \""7D";;;;13247
CUBO;"""```json\n{\n \""codigo\"": \""HP-CTD-SM-001F\"",\n \""descripcion\"": \""EXPLORADORA";;;;13251
POTENCIA;"{\n \""codigo\"": \""X2\"",\n \""descripcion\"": \""ALTA";;;;13275
6000;"\""codigo\"": \""X2\"",\n \""descripcion\"": \""ALTA POTENCIA";;;;13275
LED;"\""TD35\"",\n \""descripcion\"": \""SET EXPLORADORA TD";;;;13279
OVALADA;"{\n \""codigo\"": \""HP-GZD-006-W-7C\"",\n \""descripcion\"": \""EXPLORADORA";;;;13279
2LED;"\""codigo\"": \""HP-GZD-006-W-7C\"",\n \""descripcion\"": \""EXPLORADORA OVALADA";;;;13279
CON;"\""HP-GZD-006-W-7C\"",\n \""descripcion\"": \""EXPLORADORA OVALADA 2LED";;;;13279
OVALADA;"{\n \""codigo\"": \""HP-GZD-014\"",\n \""descripcion\"": \""EXPLORADORA";;;;13279
2LED;"\""codigo\"": \""HP-GZD-014\"",\n \""descripcion\"": \""EXPLORADORA OVALADA";;;;13279
MODELO;"\""HP-GZD-014\"",\n \""descripcion\"": \""EXPLORADORA OVALADA 2LED";;;;13279
FAROLA;"{\n \""codigo\"": \""04284\"",\n \""descripcion\"": \""BOMBILLO";;;;13319
HALOGENO;"\""codigo\"": \""04284\"",\n \""descripcion\"": \""BOMBILLO FAROLA";;;;13319
